Thread  	Address                 	Instruction                     	Result                                  	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE08                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049E2 PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000038                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049E3 CF=1 PF=0 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=0022FF38                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF38 CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0000002D                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049E4 PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404160	movzx   eax, byte ptr [esi]     	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF-8C     	mov     edx, [eax+edi]          	EDX=00000001                            	
00000E9C	.vmp0:sub_4041EF-89     	sub     ebp, 4                  	EBP=0022FF34 PF=0                       	
00000E9C	.vmp0:sub_4041EF-86     	mov     [ebp+0], edx            	                                        	
00000E9C	.vmp0:sub_4041EF-83     	add     esi, 1                  	ESI=004049E5                            	
00000E9C	.vmp0:sub_4041EF-80     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	AF=1                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE3E                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049E6 AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000003E                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40418F	movzx   eax, byte ptr [esi]     	EAX=00000014                            	
00000E9C	.vmp0:sub_4041EF-5D     	cbw                             	                                        	
00000E9C	.vmp0:sub_4041EF-5B     	cwde                            	                                        	
00000E9C	.vmp0:sub_4041EF-5A     	sub     ebp, 4                  	EBP=0022FF30 PF=1                       	
00000E9C	.vmp0:sub_4041EF-57     	add     esi, 1                  	ESI=004049E7                            	
00000E9C	.vmp0:sub_4041EF-54     	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF-51     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=0 AF=1                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE3C                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049E8 PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000003C                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40432D	mov     eax, ebp                	EAX=0022FF30                            	
00000E9C	.vmp0:sub_4041EF+140    	sub     ebp, 4                  	EBP=0022FF2C PF=0 AF=1                  	
00000E9C	.vmp0:sub_4041EF+143    	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF+146    	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=1 AF=0                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FEB1                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049E9 PF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=000000B1                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40418F	movzx   eax, byte ptr [esi]     	EAX=00000004                            	
00000E9C	.vmp0:sub_4041EF-5D     	cbw                             	                                        	
00000E9C	.vmp0:sub_4041EF-5B     	cwde                            	                                        	
00000E9C	.vmp0:sub_4041EF-5A     	sub     ebp, 4                  	EBP=0022FF28 PF=1                       	
00000E9C	.vmp0:sub_4041EF-57     	add     esi, 1                  	ESI=004049EA PF=0                       	
00000E9C	.vmp0:sub_4041EF-54     	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF-51     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	AF=1                                    	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE4E                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049EB PF=1 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=0000004E                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4043A8	mov     eax, [ebp+0]            	EAX=00000004                            	
00000E9C	.vmp0:sub_4041EF+1BC    	add     [ebp+4], eax            	PF=0                                    	
00000E9C	.vmp0:sub_4041EF+1BF    	pushf                           	ESP=0022FE48                            	
00000E9C	.vmp0:sub_4041EF+1C0    	pop     dword ptr [ebp+0]       	ESP=0022FE4C                            	
00000E9C	.vmp0:sub_4041EF+1C3    	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000015                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049EC                            	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=0000003C                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049ED CF=1 PF=1 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000202                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF2C CF=0 PF=0 AF=0             	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000034                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049EE PF=1                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40432D	mov     eax, ebp                	EAX=0022FF2C                            	
00000E9C	.vmp0:sub_4041EF+140    	sub     ebp, 4                  	EBP=0022FF28                            	
00000E9C	.vmp0:sub_4041EF+143    	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF+146    	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	PF=0 AF=1                               	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE00                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049EF AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000000                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_40418F	movzx   eax, byte ptr [esi]     	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF-5D     	cbw                             	                                        	
00000E9C	.vmp0:sub_4041EF-5B     	cwde                            	                                        	
00000E9C	.vmp0:sub_4041EF-5A     	sub     ebp, 4                  	EBP=0022FF24 PF=1                       	
00000E9C	.vmp0:sub_4041EF-57     	add     esi, 1                  	ESI=004049F0 AF=1                       	
00000E9C	.vmp0:sub_4041EF-54     	mov     [ebp+0], eax            	                                        	
00000E9C	.vmp0:sub_4041EF-51     	jmp     loc_404255              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404255	lea     eax, [edi+50h]          	EAX=0022FE9C                            	
00000E9C	.vmp0:sub_4041EF+69     	cmp     ebp, eax                	                                        	
00000E9C	.vmp0:sub_4041EF+6B     	ja      loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=0022FE13                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049F1 PF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	EAX=00000013                            	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4043A8	mov     eax, [ebp+0]            	EAX=00000008                            	
00000E9C	.vmp0:sub_4041EF+1BC    	add     [ebp+4], eax            	AF=1                                    	
00000E9C	.vmp0:sub_4041EF+1BF    	pushf                           	ESP=0022FE48                            	
00000E9C	.vmp0:sub_4041EF+1C0    	pop     dword ptr [ebp+0]       	ESP=0022FE4C                            	
00000E9C	.vmp0:sub_4041EF+1C3    	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	                                        	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049F2 AF=0                       	
00000E9C	.vmp0:sub_4041EF+2A     	movzx   eax, al                 	                                        	
00000E9C	.vmp0:sub_4041EF+2D     	jmp     ds:off_40445F[eax*4]    	                                        	
00000E9C	.vmp0:sub_4041EF:loc_4042AF	movzx   eax, byte ptr [esi]     	EAX=00000014                            	
00000E9C	.vmp0:sub_4041EF+C3     	sub     esi, 0FFFFFFFFh         	ESI=004049F3 CF=1 PF=1 AF=1             	
00000E9C	.vmp0:sub_4041EF+C6     	mov     edx, [ebp+0]            	EDX=00000212                            	
00000E9C	.vmp0:sub_4041EF+C9     	add     ebp, 4                  	EBP=0022FF28 CF=0 AF=0                  	
00000E9C	.vmp0:sub_4041EF+CC     	mov     [eax+edi], edx          	                                        	
00000E9C	.vmp0:sub_4041EF+CF     	jmp     loc_404214              	                                        	
00000E9C	.vmp0:sub_4041EF:loc_404214	mov     al, [esi]               	EAX=00000053                            	
00000E9C	.vmp0:sub_4041EF+27     	add     esi, 1                  	ESI=004049F4 PF=0                       	
